Proyecto,Vende,Dirección,Tipo,Zona,Alc.,# Gar.,Area,Sub Zona,Piso,Psep13
Vilaverde,Const. Melendez,Cr. 86 Cl. 50,Apto.,Sur,3,2 a1,58,Caney,301,"74,400,000"
Naranjos del Caney,Marval,Cr. 48 Cl. 83C - 83E,Apto.,Sur,3,1a2,58,Caney,419,"72,055,000"
Paraiso del Caney,Const. Alpes,Cl. 48 Cr. 85A y 85C,Apto.,Sur,3,1 a 2,58,Caney,401,"76,504,000"
Cahuinarí,Const. Melendez,Cr. 87 Cl. 50,Apto.,Sur,3,2 a1,58,Caney,401,"76,955,000"
Brisas de los Alamos IV Et.,Const. Alpes,Cl. 75  y 76 Av. 2N y 2C Nte,Apto.,Norte,2,1 a 2,58,Calima,301,"68,400,000"
Rincón de Salomia,Rubio Promotores,Cr. 1D Cl. 46C,Apto.,Norte,2,1 a 2,59,Calima,301,"77,400,000"
La Farfala,I.C. Prefabricados,Cl. 48 Cr. 83C - 83A,Apto.,Sur,2,1 a 2,59,Caney,401,"75,200,000"
Balcones del Lili,Apiros,Cl. 45 Cr. 98A y 98B,Apto.,Sur,3,1 a 2,59,Caney,501,"72,700,000"
Almeria del Refugio,Promovalle,Cl. 2C # 65-56,Apto.,Sur,1,1,59,El Refugio,1,"59,900,000"
Send. del Caney,Cusezar,Cl. 42 Cr. 83B,Apto.,Sur,2,1,59,Caney,3,"58,400,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,2,1,59,Caney,3,"66,726,000"
Altos del Aguacatal,Comfenalco,Av. 6 Oeste Cl. 13 Oeste,Apto.,Oeste,2,2 a 1,59,Oeste VIS,501,"40,650,000"
Conj. Res. El Saman,Carbotp,Cl. 2C Cr. 71,Apto.,Sur,3,1,59,El Refugio,401,"76,500,000"
Remanso del Rio,Const. Bolívar,Cr. 101A - 102 Cl. 42 y 45,Apto.,Sur,3,1,59,Caney,301,"87,423,000"
Arboleda Del Sur II,Corasa ,Cl. 2C  73-146,Apto.,Sur,3,1,59,El Refugio,301,"64,300,000"
Brisas de la Base,Comfenalco,Cr. 8 Cl. 70,Apto.,Norte,3,0,59,El Prado,202,"72,306,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,1,1,59,Cristales,603,"148,701,000"
Jardin de las Vegas,Comfandi,Cr. 86 C. 54 y 55,Apto.,Sur,2,1 a 2,60,Caney,301,"79,582,500"
Llanura del Viento,Buenavista Const. Prom.,Cr. 98 Cl. 55,Apto.,Sur,2,1 a 2,60,Caney,302,"82,700,000"
Munchique,Const. Melendez,Cl. 48 y 50 Cr. 94 A y 96,Apto.,Sur,2,1 a 2,60,Caney,301,"86,000,000"
Mirador de la Alameda,Const. Melendez,Cl. 48 y 50 Cr. 94 A y 96,Apto.,Sur,3,1 a 2,60,Caney,401,"86,891,000"
Tinigua,Const. Melendez,Cr. 87 Cl. 50,Apto.,Sur,3,1 a 2,60,Caney,401,"82,748,000"
Paseo de La Alameda,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,2,1 a 2,60,Caney,301,"86,000,000"
Portal del Rio,Conciviles,Cl. 70 Av. 2aN,Apto.,Norte,3,1,60,La Flora,301,"75,198,000"
Trikala,Const. Sintagma,Cr. 49 # 14C-15,Apto.,Sur,1,2 a1,60,Ingenio,303,"87,200,000"
Campos del Bosque,Buenavista Const. Prom.,Cl. 54 y Cl. 55 Cr. 98,Apto.,Sur,2,1 a 2,60,Caney,401,"80,000,000"
Vertice Suites - Apartaestudios,C Y C Urbanizadores,Cr. 83E Cl. 48 Bis,Apto.,Sur,2,0,60,Caney,201,"90,013,000"
Terrazino,Solanillas,Cl. 34AN  # 2AN-70,Apto.,Norte,3,2,60,La Flora,601,"110,292,000"
Jardín de las Casas,Const. Bolívar,Dg. 66 # 3B-35,Casa,Sur,2,0,60,Caney,1,"38,500,000"
San Martín Lofts,Burckhardt-Echeverry,Cr. 27 # 3-10,Apto.,Sur,1,1,60,Cristales,1,"97,486,000"
Balc. de Valdepeña II,Osmares,Cl. 70 # 2AN-271,Apto.,Norte,2,0,60,Calima,404,"59,000,000"
Balc. de Valdepeña II,Osmares,Cl. 70 # 2AN-271,Apto.,Norte,2,0,60,Calima,1,"72,800,000"
Sottomonte Apartaestudios,Inm. Centenario,Av. Guadalupe # 2-157,Apto.,Sur,1,1,60,El Refugio,5,"89,000,000"
Bosque de las Delicias,Const. Angel Miranda,Cl. 44 # 3-44,Apto.,Norte,3,1,60,Calima,304,"67,081,500"
Sta. Martha de los Caballeros,Comfandi,Av. 15 Oeste # 19-360,Apto.,Oeste,3,0,60,Oeste VIS,301,"49,000,000"
Ladera de Cristales,ConCali ,Cr. 37 # 1-80,Apto.,Oeste,2,1,60,Cristales,3,"95,300,000"
Mayoral del Viento,Axial Const.,Av. 5 Oe # 5-40,Apto.,Oeste,1,2,60,Aguacatal,1,"108,000,000"
Verde Caney Conj. Res.,Jaramillo Mora,Cr. 83D Cl. 43,Apto.,Sur,3,1,60,Caney,3,"73,200,000"
Altos del Semillero,Prom. Sta Isabel,Cl. 3 # 96-63,Apto.,Sur,2,1,60,El Refugio,101,"68,132,000"
Aptos Tamari,Comfandi,Cr. 2D Cl. 12,Apto.,Oeste,3,0,60,Santa Teresita,501,"58,549,000"
Bosques del Caney,Cusezar,Cr. 83F Cl. 42,Apto.,Sur,3,1,60,Caney,103,"88,200,000"
Palmar de las Delicias,Comfenalco,Cl. 44 Cr. 4,Apto.,Norte,3,1,60,Calima,302,"66,500,000"
Torres del Almeria,Const. Bolívar,Cr. 69 y 68B Cl. 15A y 16,Apto.,Sur,3,1,60,Ingenio,301C,"123,754,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,60,Cristales,617 C,"136,800,000"
La Luisa Apto,Comfandi,Cl. 1 Cr. 82 y 92,Apto.,Sur,2,0,60,El Refugio,301,"36,050,000"
Brisas de Santa Maria,Comfenalco,Diag. 58 Aut. Simon Bolivar,Apto.,Sur,3,1,60,Sur Oriente,301,"67,081,500"
Colinas del Aguacatal,Grupo Alan,Av. Lucio frente Club la Rivera,Apto.,Oeste,2,0,60,Oeste VIS,201,"72,306,000"
Aparta. Sta. Barbara Altillo,G y G Arq. Asoc.,Cr. 24C Oeste # 6-85,Apto.,Oeste,1,1,60,Cristales,301,"119,057,000"
Parque de los Abedules Casas,Corasa ,Cr. 5 Cl. 69,Casa,Norte,2,1,60,Calima,2,"98,000,000"
Senderos de la Pradera,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,2,1 a 2,60,Caney,501,"81,954,000"
Portales del Viento,Triada,Cl. 18 # 66-73,Apto.,Sur,2,1 a 2,60,Ingenio,401,"80,300,000"
Iguaque,Const. Melendez,Cr. 87 Cl. 50,Apto.,Sur,3,2 a1,60,Caney,402,"81,954,000"
Lili del Viento II,Inv. Alcabama,Cr. 99 # 45-120,Apto.,Sur,3,1,60,Caney,402,"95,500,000"
K-108 Caoba ,Jaramillo Mora,Cr. 108 Cl. 48,Apto.,Sur,3,1a2,60,Autonoma,501,"86,000,000"
Llanura del Viento,Buenavista Const. Prom.,Cr. 98 Cl. 55,Apto.,Sur,2,1 a 2,61,Caney,301,"82,700,000"
Rincon de la Flora III,Rubio Promotores,Cl. 32A N Av. 2BN,Apto.,Norte,3,1a2,61,La Flora,303,"85,200,000"
Rincon de la Flora II,Rubio Promotores,Cl. 32A N Av. 2BN,Apto.,Norte,3,1 a 2,61,La Flora,501,"80,890,000"
Salamanca,Triada,Cr. 94 # 48A-40,Apto.,Sur,2,1 a 2,61,Caney,301,"76,500,000"
Patios en el Lili,Apiros,Cl. 45 # 98B-01,Apto.,Sur,2,1,61,Caney,201 T10,"110,600,000"
Karmel,JM Inm.,Cl. 6 Oe # 1a-05,Apto.,Oeste,1,1,61,Santa Teresita,406,"180,000,000"
Trivento,Aiki,Cl. 8  5.155,Apto.,Oeste,1,1,61,Cristales,104,"224,000,000"
Balcones de Cataluña,Ramírez Caicedo,Cl. 61 N # 3AN-80,Apto.,Norte,2,1,61,La Flora,4,"68,000,000"
Conj. Reserva Lili,Const. Bolívar,Cl. 34 # 94-39,Casa,Sur,2,1,61,Caney,2,"62,000,000"
Alameda del Parque,Confuturo,Cl. 61 # 1A-8,Apto.,Norte,3,1,61,Calima,3,"56,300,000"
Reserva del Peñon,JM Inm.,Cl. 5 Oe # 3B-136,Apto.,Oeste,2,2,61,Santa Teresita,601,"186,639,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,1,1,61,La Flora,"1,005","149,150,000"
Quintas de Cantaclaro,Const. Bolívar,Cr. 101 a 101A Cl. 45,Casa,Sur,2,1,61,Caney,2,"80,700,000"
Florida Aptos,Triada,Cr. 98B Cl. 45,Apto.,Sur,2,1,61,Caney,305,"80,400,000"
Edificio Bali,JM Inm.,Cl. 21 N # 9N-40,Apto.,Norte,1,1,61,Sta Monica Nte,I-11-3,"165,500,000"
Brisas de la Base,Comfenalco,Cr. 8 Cl. 70,Apto.,Norte,3,0,61,El Prado,302,"72,306,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,2,1,61,La Flora,103,"124,565,000"
San Felipe,Marval,Cr. 96 Cl. 48,Apto.,Sur,3,1,62,Caney,325,"114,586,000"
Bosq. de la Abadia,Socorro Escobar,Cr. 5 Cl. 68,Apto.,Norte,3,1,62,Calima,3,"61,650,000"
Ribera Campestre,I.P.C. ,Cl. 4 # 98-20,Apto.,Sur,3,1,62,El Refugio,301,"59,500,000"
Patios de la Flora ,Apiros,Cl. 52 Av. 5 BN,Apto.,Norte,1,1,62,La Flora,"1,205","102,470,000"
Edificio Camp. Towers,Hérnandez Bohmer,Cr. 100 Cl. 11A,Apto.,Sur,1,0,62,Ciudad Jardín,10,"124,800,000"
Porton del Parque,Prom. C.R. La Estación,Cl. 66 # 1A-6,Apto.,Norte,3,1,62,Calima,5,"61,000,000"
Altos del Semillero,Prom. Sta Isabel,Cl. 3 # 96-63,Apto.,Sur,2,1,62,El Refugio,3,"68,000,000"
Reserva del Peñon,JM Inm.,Cl. 5 Oe # 3B-136,Apto.,Oeste,1,1,62,Santa Teresita,403,"120,664,000"
Apartaestudio Cristales,Aiki,Av. 25 # 5-186,Apto.,Oeste,2,1,62,Cristales,306,"126,241,000"
Claro de Luna,Inv. Emmanuel,Cl. 11B Oe # 15-495,Apto.,Oeste,3,1,62,Oeste VIS,401,"66,500,000"
Lomas del Aguacatal,Comfenalco,Av. 10 Oe Cl. 11,Apto.,Oeste,3,0,62,Oeste VIS,301,"47,200,000"
Santa Maria de los Vientos,Const. Colpatria,Av. 6 Cl. 58N,Apto.,Norte,1,1,62,La Flora,608,"124,000,000"
Vicenzzo,S.I. Prop.Raíz S.A.S.,Cl. 12A Oeste # 2B1-24,Apto.,Oeste,1,2,62,Santa Teresita,1,"167,400,000"
Colinas de Menga,Corasa ,Cl. 4 N Av. 6,Apto.,Norte,3,1 a 2,63,La Flora,201,"85,500,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,2,1,63,Ingenio,107,"144,325,000"
Brisas de Bella Suiza,Aiki,Cl. 12 Oeste # 53-39,Apto.,Sur,3,1,63,El Refugio,304,"84,360,000"
Farallones de la Bocha,Const. Bolívar,Cr. 109 Cl. 46 y 44,Apto.,Sur,3,1 a 2,63,Autonoma,301,"80,330,000"
Karmel,JM Inm.,Cl. 6 Oe # 1a-05,Apto.,Oeste,1,1,63,Santa Teresita,404,"192,000,000"
Conj. Res. Benevento,Const. Alpes,Cr. 93 # 28-60,Apto.,Sur,3,1,63,Caney,5,"53,328,000"
Conj. Res. La Arboleda,Comfandi,Cr. 75 # 3C-11,Apto.,Sur,3,1,63,El Refugio,3,"52,630,000"
Bosq. de Caranday,I.C. Prefabricados,Cl. 62 AN # 2AN-63,Apto.,Norte,3,1,63,La Flora,5,"55,100,000"
Brisas del Río,Promosur,Av. Simón Bol. - 73 Esq.,Apto.,Sur,2,1,63,Ingenio,5,"60,000,000"
San Antonio del Peñon,Const. Inm. Providencia,Cr. 4 Oeste # 1-65,Apto.,Oeste,2,1,63,Cristales,2,"108,500,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,63,El Refugio,1,"91,000,000"
Balcones de Cataluña,Ramírez Caicedo,Cl. 61 N # 3AN-80,Apto.,Norte,2,1,63,La Flora,3,"74,100,000"
Camino del Limonar,Const. Bolívar, Cl. 15 # 66-25,Apto.,Sur,3,1,63,Ingenio,3,"97,700,000"
Aptos Tamari,Comfandi,Cr. 2D Cl. 12,Apto.,Oeste,3,0,63,Santa Teresita,101,"63,300,000"
Bosques del Caney,Cusezar,Cr. 83F Cl. 42,Apto.,Sur,3,1,63,Caney,301,"89,750,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,1,1,63,La Flora,"1,103","149,150,000"
Ciudadela Cataluña,Const. Bariloche,Cl. 72A # 4-35,Casa,Norte,3,1 a 2,63,Calima,2,"72,306,000"
Tairona,Const. Melendez,Cra. 87 Cl. 50,Apto.,Sur,2,1,63,Caney,101,"97,000,000"
Urb. Plazas Verdes,Const. JMG Proy.,Cl. 66A # 1A11-39,Apto.,Norte,3,2 a1,63,Calima,301,"72,500,000"
K-108  Nogal,Jaramillo Mora,Cr. 108 Cl. 48,Apto.,Sur,3,1,63,Autonoma,501,"123,200,000"
Terrazas del Refugio II,Const. Sintagma,Cl. 2a Oes. # 66c-87,Apto.,Sur,3,2 a1,64,El Refugio,301,"63,990,000"
Terrazas del Refugio,Const. Sintagma,Cl. 2a Oes. # 66c-87,Apto.,Sur,3,1,64,El Refugio,201,"64,990,000"
Gratamira,I.C. Prefabricados,Cl. 15 # 56-73,Apto.,Sur,3,1,64,Ingenio,301,"94,185,000"
Conj. Res. Brisas del Caney,Const. Alpes,Cl. 48 Cr. 82A y 83A,Apto.,Sur,3,1,64,Caney,3,"52,000,000"
Rincon del Viento,Rincon del Viento,Cr. 60 y 60A Cl. 11B,Apto.,Sur,2,1,64,Ingenio,5,"58,500,000"
Mir. del Aguacatal,Const. Perthell Gonzales,Av. 15 Oeste # 15-200,Apto.,Oeste,3,1,64,Oeste VIS,5,"50,000,000"
Camino del Limonar,Const. Bolívar, Cl. 15 # 66-25,Apto.,Sur,3,1,64,Ingenio,3,"98,300,000"
Oasis de Limonar,Comfandi,Cl. 23 Cr. 50,Apto.,Sur,3,1,64,Ingenio,301,"80,000,000"
La Espadaña,Const. Melendez,Cl. 50 Cr. 90 y 92,Casa,Sur,2,1,64,Caney,2,"101,303,000"
Parques del Caney,Jaramillo Mora,Cl. 42A Cr. 84,Apto.,Sur,3,1,64,Caney,302,"85,580,000"
Manantial de la Bocha,Const. Bolívar,Cl. 44 Cr. 111 y 112,Apto.,Sur,2,2 a 1,64,Autonoma,301,"74,920,100"
Llanura del Viento,Buenavista Const. Prom.,Cr. 98 Cl. 55,Apto.,Sur,2,1,64,Caney,5,"121,799,000"
Altos del Semillero,Prom. Sta Isabel,Cl. 3 # 96-63,Apto.,Sur,2,1,64,El Refugio,402,"93,000,000"
Urb. Ciudad 2.000,Const. El Limonar,Cr. 67 # 43-04,Casa,Sur,2,1,65,Caney,2 C47,"126,000,000"
Guadalupe Real,Marval,Cl. 2 Cr. 53 y 54,Apto.,Sur,3,1,65,El Refugio,517,"126,251,629"
Bosques de Chipichape,Corasa ,Av. 9 AN # 50-14,Apto.,Norte,3,1,65,La Flora,301D,"133,875,000"
Reserva del Limonar,Corasa ,Cl. 5 Cr. 66,Apto.,Sur,3,1,65,Ingenio,701,"124,794,800"
Balcones de Lido II,Const. Perthell Gonzales,Cr. 47 Cl. 2A,Apto.,Sur,3,1,65,El Refugio,4,"54,500,000"
Urb. Ciudad 2.000,Const. El Limonar,Cr. 67 # 43-04,Casa,Sur,2,1,65,Caney,2,"71,000,000"
Parq. Res. Aventura,Comfenalco,Cr. 94 Cl. 42,Apto.,Sur,3,1,65,Caney,3,"57,500,000"
Rincón de Pasoancho,Const. Bolívar,Av. Pasoancho Cr. 56,Apto.,Sur,2,1,65,Ingenio,1,"75,800,000"
Verde Natura,Const. Bolívar,Cl. 42-45 Cr. 86,Apto.,Sur,2,1,65,Caney,1,"67,550,000"
Conj. Reserva Lili,Const. Bolívar,Cl. 34 # 94-39,Casa,Sur,2,1,65,Caney,2,"80,310,000"
Conj. Res. Bonaire,Const. Alpes,Cr. 85E Cl. 48,Apto.,Sur,3,1,65,Caney,3,"64,080,000"
Colores de Sta. Sofia,Const. Colpatria,Cr. 86 Cl. 48,Apto.,Sur,3,1,65,Caney,119,"110,000,000"
Mayoral del Viento,Axial Const.,Av. 5 Oe # 5-40,Apto.,Oeste,3,2,65,Aguacatal,1,"148,500,000"
Miravento Conj. Cerrado,Const. Alpes,Cl. 48 Cr. 81 y 82,Apto.,Sur,3,1,65,Caney,401,"83,450,000"
Torres de Alicante,Const. Normandia,Cr. 1 Cl. 59 ,Apto.,Norte,3,1,65,Calima,401,"82,281,000"
Bosques de Vizcaya,Const. Normandia,Cr. 1 Cl. 59  Y 61A,Apto.,Norte,3,1,65,Calima,402,"95,000,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,2,1,65,La Flora,104,"115,328,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,1,1,65,Cristales,504,"159,278,000"
Portal de Toledo,Const. Bolívar,Cr. 69 Cl. 15 y 15A,Apto.,Sur,3,1,65,Ingenio,101 B,"156,021,000"
Remanso de Chipichape,Arq. y Propiedades,Cl. 4 Nte. # 6A-20,Apto.,Norte,2,1,65,La Flora,6,"148,850,000"
Conj. Res. Barlovento,Const. Alpes,Cl. 48 Cr. 85A,Apto.,Sur,2,1,65,Caney,401,"84,000,000"
Portal del Lili II,Cusezar,Cl. 28 Cr. 98,Apto.,Sur,3,1,66,Caney,601,"145,678,000"
Rio alto Apto,Const. 180 Grados.,Cr. 1 Oeste # 13-45,Apto.,Oeste,1,1,66,Santa Teresita,606,"258,000,000"
Bosq. de Ciudad 2000 II,Const. El Limonar,Cl. 42 Cr. 69,Apto.,Sur,3,1,66,Caney,501,"89,900,000"
Natura Vida Silvestre,Renova Grupo Const.,Cl. 8A Oeste Cr. 26,Apto.,Oeste,2,1,66,Cristales,306,"178,700,000"
Kaoba,LV Estructuras,Cr. 2 Aoeste 5-A25,Apto.,Oeste,2,2,66,Santa Teresita,401,"192,000,000"
Patios en el Lili,Apiros,Cl. 45 # 98B-01,Apto.,Sur,2,1,66,Caney,101 T4,"114,200,000"
Conj. Res. La Estación,Entidad Prom.,Cr. 1 # 62A-50,Apto.,Norte,3,1,66,Calima,3,"56,600,000"
Ciudad Real,Const. Melendez,Cr. 80B # 48A-54,Casa,Sur,3,1,66,Caney,1,"48,612,041"
Quintas de la Bocana,Marval,Cl. 5 Cr. 73 y 75,Apto.,Sur,3,1,66,El Refugio,4,"70,485,000"
Bosq. de Ciudad 2000,Const. El Limonar,Cl. 42 Cr. 69,Apto.,Sur,3,1,66,Caney,3,"74,500,000"
Edificio Camp. Towers,Hérnandez Bohmer,Cr. 100 Cl. 11A,Apto.,Sur,1,0,66,Ciudad Jardín,10,"137,129,000"
Parques del Lili,Jaramillo Mora,Cr. 86 Cl. 43 y 45,Apto.,Sur,3,1,66,Caney,3,"69,080,000"
Altamira de Menga,SPIWAK,Av. 7 N # 56-360,Apto.,Norte,1,1,66,La Flora,4,"122,000,000"
Parque de los Abedules,Corasa ,Cr. 5 Cl. 69,Apto.,Norte,3,1,66,Calima,401,"91,900,000"
Paseo del Lili,Const. Alpes,Cl. 48 Cr. 92 y 94,Apto.,Sur,3,1,66,Caney,403,"93,800,000"
Brisas de la Base,Comfenalco,Cr. 8 Cl. 70,Apto.,Norte,3,0,66,El Prado,104,"71,534,800"
Primavera del Lili,Const. Alpes,Cl. 48 Cr. 90 y 92,Apto.,Sur,2,1,66,Caney,401,"93,800,000"
San Martín Lofts,Burckhardt-Echeverry,Cr. 27 # 3-10,Apto.,Sur,1,1,67,Cristales,1,"114,730,000"
San Antonio del Peñon,Const. Inm. Providencia,Cr. 4 Oeste # 1-65,Apto.,Oeste,2,1,67,Cristales,2,"115,374,000"
Palmas de Mallorca,Ramírez Caicedo,Cl. 53 # 1-91,Apto.,Norte,2,1,67,Calima,1,"75,600,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,3,1,67,Caney,3,"67,105,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,3,1,67,Caney,3,"66,122,200"
Camino del Limonar,Const. Bolívar, Cl. 15 # 66-25,Apto.,Sur,3,1,67,Ingenio,5,"99,400,000"
Loma Verde,Inacar,Cr. 4 Oeste # 15-15,Apto.,Oeste,2,1,67,Cristales,202,"106,500,000"
Parque del Alcazar,Const. Bolívar,Cl. 15A Cr. 68 y 68A,Apto.,Sur,3,1,67,Ingenio,102D,"129,500,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,2,1,67,El Refugio,105,"92,262,000"
Montana,Const. Melendez,Cr. 97A Cl. 42,Apto.,Sur,2,1,67,Caney,208,"115,201,000"
Torres del Almeria II,Const. Bolívar,Cr. 69 y 68B Cl. 15A y 16,Apto.,Sur,3,1,67,Ingenio,A-104,"116,329,000"
Lili Campestre,Jaramillo Mora,Cl. 48 Cr. 95 y 94,Apto.,Sur,3,1,67,Caney,401,"111,340,000"
Llanura del Viento,Buenavista Const. Prom.,Cr. 98 Cl. 55,Apto.,Sur,2,1,67,Caney,5,"125,668,000"
Palmeras de la Bocha,Const. Bolívar,Cr. 111 y 112 Cl. 44 y 46,Apto.,Sur,3,1,68,Autonoma,408,"144,330,000"
Verde Aguacatal,Solanillas,Cl. 11 oe Av. 15 # 105,Apto.,Oeste,2,1,68,Oeste VIS,202,"125,802,000"
Bosques de Chipichape,Corasa ,Av. 9 AN # 50-14,Apto.,Norte,3,1,68,La Flora,101D,"131,775,000"
Vento 2 Apart. Flex,Aiki,Cl. 8 Oe #25-240,Apto.,Oeste,1,1,68,Cristales,305,"164,000,000"
Natura Vida Silvestre,Renova Grupo Const.,Cl. 8A Oeste Cr. 26,Apto.,Oeste,2,1,68,Cristales,302,"185,600,000"
Conj. Res. La Estación,Entidad Prom.,Cr. 1 # 62A-50,Apto.,Norte,3,1,68,Calima,3,"57,900,000"
Paseo de Alejandria,Ramírez Caicedo,Cr. 53 Cl. 11A,Apto.,Sur,2,1,68,Ingenio,3,"69,600,000"
El Parque II,Invisol,Cl. 18 # 66-50,Apto.,Sur,3,2,68,Ingenio,5,"87,200,000"
Torres de San Joaquin,Cusezar,Cl. 16 Cr. 86,Apto.,Sur,3,1,68,Ingenio,4,"74,661,800"
Plazuela  Santa Barbara,Const. Alpes,Av. 3E # 63N-70,Apto.,Norte,3,1,68,La Flora,1,"75,816,000"
Almeria del Refugio,Promovalle,Cl. 2C # 65-56,Apto.,Sur,3,1,68,El Refugio,5,"74,630,000"
Bocana Real,Marval,Cl. 5 Cr. 76,Apto.,Sur,3,1,68,El Refugio,4,"81,960,000"
Torreon de Alicante,Const. Bolívar,Cl. 15 - 15A Cr. 67 - 68,Apto.,Sur,3,1,68,Ingenio,104,"114,214,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,1,1,68,El Refugio,3,"115,719,000"
Nogales del Lili,Marval,Av. Simón Bol. Cr. 86,Apto.,Sur,3,1,68,Caney,431,"115,333,000"
Rincon de Arboleda II,Bienes Seguros OI,Dl. 4A # 78-50,Apto.,Sur,2,1,68,El Refugio,301,"92,700,000"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,68,Ingenio,804,"121,165,000"
Ed. El Zahir,Const. Juri Mejia,Av. 10N # 10-73,Apto.,Oeste,1,1,68,Sta Monica Nte,301C,"151,029,500"
Florida Aptos,Triada,Cr. 98B Cl. 45,Apto.,Sur,3,1,68,Caney,303,"87,800,000"
Tairona,Const. Melendez,Cra. 87 Cl. 50,Apto.,Sur,3,1,69,Caney,304,"130,000,000"
Fronteira,Jaramillo Mora,Cr. 102 Cl. 42,Apto.,Sur,3,1,69,Caney,501,"121,000,000"
San Antonio del Peñon,Const. Inm. Providencia,Cr. 4 Oeste # 1-65,Apto.,Oeste,2,1,69,Cristales,2,"118,818,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,2,1,69,El Refugio,1,"148,000,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,69,El Refugio,1,"135,000,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,3,1,69,Caney,3,"64,532,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,3,1,69,Caney,3,"67,525,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,2,1,69,El Refugio,203,"97,220,000"
Montecristal,Triada,Cl. 8 Oeste #25-250,Apto.,Oeste,3,1,69,Cristales,E-303,"137,127,000"
Vento Apart. Plus,Aiki,Cl. 8 Oe #25-240,Apto.,Oeste,1,1,69,Cristales,304,"158,595,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,2,1,70,Ingenio,307,"177,075,000"
K-108 Teka,Jaramillo Mora,Cr. 108 Cl. 48,Apto.,Sur,3,1,70,Autonoma,501,"149,300,000"
Fuentes de la Bocha,Const. Bolívar,Cl. 46 Cr. 111 y 112,Apto.,Sur,3,1,70,Autonoma,400,"123,536,000"
Guaduales de Ciudad 2000,Const. El Limonar,Cl. 45 Cr. 69,Apto.,Sur,3,1,70,Caney,301,"122,500,000"
Sierra de Normandia,Cusezar,Cl. 1B oeste # 4oes-201,Apto.,Oeste,2,1,70,Aguacatal,601,"172,900,000"
Refugio Plaza Camp.,Proy. y Planes,Cl. 3D # 64-80,Apto.,Sur,3,1,70,El Refugio,3,"59,100,000"
Rincón de Ciudad Jardin,Inm. Ciudad Jardin,Cr. 100 Cl. 19,Apto.,Sur,1,1,70,Ciudad Jardín,1,"94,000,000"
Edificio Camp. Towers,Hérnandez Bohmer,Cr. 100 Cl. 11A,Apto.,Sur,2,0,70,Ciudad Jardín,10,"152,000,000"
Torres de Sotavento,Const. Alpes,Cr. 98 Cl. 25,Apto.,Sur,3,1,70,Caney,5,"86,600,000"
San Lorenzo II,ConCali ,Cl. 59 # 2-31,Apto.,Norte,3,1,70,Calima,2,"58,800,000"
Ladera de Cristales,ConCali ,Cr. 37 # 1-80,Apto.,Oeste,2,1,70,Cristales,3,"110,200,000"
Aptos el Limonar,Const. Jelsa ,Cl. 16 # 56-40,Apto.,Sur,2,1,70,Ingenio,302,"95,000,000"
Loma Verde,Inacar,Cr. 4 Oeste # 15-15,Apto.,Oeste,2,1,70,Cristales,402,"127,668,000"
Apartaestudio Cristales,Aiki,Av. 25 # 5-186,Apto.,Oeste,2,1,70,Cristales,405,"155,652,000"
Edificio Bali,JM Inm.,Cl. 21 N # 9N-40,Apto.,Norte,2,1,70,Sta Monica Nte,I-13-3,"178,500,000"
Unid. Res. El Portal de la Autonoma II,Comfandi,Cl. 53 y 54 Cr. 84,Apto.,Sur,3,1,70,Caney,301,"72,038,200"
Samanes de Fondecom,Comfandi,Cl. 53 y 54 Cr. 84,Apto.,Sur,3,1,70,Caney,301,"75,200,000"
